time,open,high,low,close
2026-02-23T16:59:00.000000000Z,154.332,154.332,154.300,154.303
2026-02-23T17:00:00.000000000Z,154.302,154.303,154.282,154.284
2026-02-23T17:01:00.000000000Z,154.284,154.294,154.274,154.278
2026-02-23T17:02:00.000000000Z,154.279,154.298,154.278,154.298
2026-02-23T17:03:00.000000000Z,154.297,154.297,154.283,154.296
2026-02-23T17:04:00.000000000Z,154.298,154.304,154.255,154.258
2026-02-23T17:05:00.000000000Z,154.256,154.262,154.251,154.257
2026-02-23T17:06:00.000000000Z,154.256,154.258,154.225,154.232
2026-02-23T17:07:00.000000000Z,154.232,154.273,154.230,154.251
2026-02-23T17:08:00.000000000Z,154.251,154.252,154.222,154.244
2026-02-23T17:09:00.000000000Z,154.244,154.271,154.238,154.271
2026-02-23T17:10:00.000000000Z,154.272,154.278,154.256,154.261
2026-02-23T17:11:00.000000000Z,154.262,154.278,154.254,154.266
2026-02-23T17:12:00.000000000Z,154.265,154.284,154.258,154.281
2026-02-23T17:13:00.000000000Z,154.282,154.291,154.280,154.284
2026-02-23T17:14:00.000000000Z,154.284,154.284,154.268,154.282
2026-02-23T17:15:00.000000000Z,154.283,154.294,154.280,154.294
2026-02-23T17:16:00.000000000Z,154.294,154.298,154.292,154.296
2026-02-23T17:17:00.000000000Z,154.298,154.302,154.286,154.293
2026-02-23T17:18:00.000000000Z,154.292,154.297,154.278,154.280
2026-02-23T17:19:00.000000000Z,154.280,154.280,154.274,154.274
2026-02-23T17:20:00.000000000Z,154.274,154.288,154.270,154.282
2026-02-23T17:21:00.000000000Z,154.282,154.295,154.276,154.280
2026-02-23T17:22:00.000000000Z,154.280,154.320,154.280,154.320
2026-02-23T17:23:00.000000000Z,154.320,154.339,154.318,154.319
2026-02-23T17:24:00.000000000Z,154.318,154.318,154.300,154.302
2026-02-23T17:25:00.000000000Z,154.304,154.322,154.298,154.320
2026-02-23T17:26:00.000000000Z,154.320,154.336,154.319,154.326
2026-02-23T17:27:00.000000000Z,154.326,154.334,154.317,154.330
2026-02-23T17:28:00.000000000Z,154.332,154.339,154.320,154.320
2026-02-23T17:29:00.000000000Z,154.321,154.324,154.309,154.310
2026-02-23T17:30:00.000000000Z,154.309,154.330,154.306,154.330
2026-02-23T17:31:00.000000000Z,154.328,154.358,154.328,154.338
2026-02-23T17:32:00.000000000Z,154.336,154.358,154.336,154.358
2026-02-23T17:33:00.000000000Z,154.359,154.372,154.358,154.371
2026-02-23T17:34:00.000000000Z,154.372,154.381,154.368,154.368
2026-02-23T17:35:00.000000000Z,154.368,154.394,154.368,154.384
2026-02-23T17:36:00.000000000Z,154.386,154.392,154.382,154.384
2026-02-23T17:37:00.000000000Z,154.384,154.384,154.358,154.359
2026-02-23T17:38:00.000000000Z,154.360,154.380,154.360,154.368
2026-02-23T17:39:00.000000000Z,154.370,154.372,154.369,154.371
2026-02-23T17:40:00.000000000Z,154.370,154.372,154.362,154.369
2026-02-23T17:41:00.000000000Z,154.368,154.380,154.358,154.370
2026-02-23T17:42:00.000000000Z,154.372,154.382,154.370,154.380
2026-02-23T17:43:00.000000000Z,154.380,154.403,154.378,154.397
2026-02-23T17:44:00.000000000Z,154.396,154.419,154.386,154.393
2026-02-23T17:45:00.000000000Z,154.394,154.396,154.381,154.396
