bar_index,timestamp_utc,price,bid,ask,spread_pips,session_internal,session,trigger_family,trigger_reason,direction,trigger_level_label,trigger_level_price,nearest_level_pips,overhead_level_label,underfoot_level_label,overhead_level_pips,underfoot_level_pips,m3,m1,m5,m5_atr_pips,adx_m5,adx_m15,extension_pips,extension_limit_pips,compression_range_pips,compression_cap_pips,micro_confirmation,bollinger_bandwidth,squeeze_duration_bars,breakout_level,breakout_direction,breakout_bar_atr_multiple,forward_complete,mfe_5m_pips,mae_5m_pips,net_5m_pips,mfe_10m_pips,mae_10m_pips,net_10m_pips,mfe_15m_pips,mae_15m_pips,net_15m_pips,mfe_30m_pips,mae_30m_pips,net_30m_pips,mfe_60m_pips,mae_60m_pips,net_60m_pips,strategy_a_status,strategy_a_filled,strategy_a_pnl_pips,strategy_a_outcome,strategy_a_exit_reason,strategy_a_fill_time_utc,strategy_a_exit_time_utc,strategy_a_hold_minutes,strategy_a_time_to_fill_min,hit_tp_60m,hit_sl_60m,outcome_60m,strategy_b_status,strategy_b_filled,strategy_b_pnl_pips,strategy_b_outcome,strategy_b_exit_reason,strategy_b_fill_time_utc,strategy_b_exit_time_utc,strategy_b_hold_minutes,strategy_b_time_to_fill_min,strategy_c_status,strategy_c_filled,strategy_c_pnl_pips,strategy_c_outcome,strategy_c_exit_reason,strategy_c_fill_time_utc,strategy_c_exit_time_utc,strategy_c_hold_minutes,strategy_c_time_to_fill_min,false_breakout,retest_of_breakout_level,gate_thresholds_json,expansion_followed
538578,2024-12-03T09:19:00+00:00,149.812,149.8035,149.8205,1.6999999999995907,london,london,compression_breakout,compression_press:LONDON_SESSION_LOW,sell,LONDON_SESSION_LOW,149.776,3.6,WHOLE_YEN:150.00,LONDON_SESSION_LOW,18.8,3.6,bear,bear,bear,9.89,14.0,19.07,,,8.4,8.9,compressed_range_pressing_boundary,0.00046177362474821514,6.0,149.799,sell,1.2280701754382288,True,2.2,4.3,-2.6,2.2,11.6,-11.6,2.2,14.6,-13.4,2.2,14.6,-4.4,4.2,14.6,-11.2,loss,True,-12.0,loss,sl,2024-12-03T09:19:00+00:00,2024-12-03T09:30:00+00:00,11.0,0.0,False,True,loss,loss,True,-12.0,loss,sl,2024-12-03T09:19:00+00:00,2024-12-03T09:30:00+00:00,11.0,0.0,loss,True,-12.0,loss,sl,2024-12-03T09:23:00+00:00,2024-12-03T09:29:00+00:00,6.0,4.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 6.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 22.0, ""trend_extension_atr_mult"": 1.05}",False
538652,2024-12-03T10:33:00+00:00,149.983,149.974,149.99200000000002,1.8000000000000682,london,london,compression_breakout,compression_press:WHOLE_YEN:150.00,buy,WHOLE_YEN:150.00,150.0,1.7,WHOLE_YEN:150.00,LONDON_SESSION_LOW,1.7,21.3,bull,bull,bull,6.9,23.88,17.11,,,4.1,6.21,compressed_range_pressing_boundary,0.00048142426446787245,2.0,149.985,buy,1.1400651465801084,True,1.8,1.5,1.5,5.5,1.5,3.7,6.5,1.5,5.4,12.5,1.5,11.8,12.7,23.0,-21.6,win,True,8.0,win,tp,2024-12-03T10:33:00+00:00,2024-12-03T10:57:00+00:00,24.0,0.0,True,False,win,win,True,8.0,win,tp,2024-12-03T10:33:00+00:00,2024-12-03T10:57:00+00:00,24.0,0.0,win,True,8.0,win,tp,2024-12-03T10:34:00+00:00,2024-12-03T10:57:00+00:00,23.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 6.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 22.0, ""trend_extension_atr_mult"": 1.05}",False
547192,2024-12-11T09:54:00+00:00,152.632,152.62400000000002,152.64,1.5999999999991132,london,london,compression_breakout,compression_press:LONDON_SESSION_HIGH,buy,LONDON_SESSION_HIGH,152.659,2.7,LONDON_SESSION_HIGH,HALF_YEN:152.50,2.7,13.2,bull,bull,bull,20.15,13.57,18.57,,,17.8,18.13,compressed_range_pressing_boundary,0.0010820084705019312,8.0,152.645,buy,1.5925000000000076,True,9.6,0.8,4.7,9.6,0.8,2.0,11.4,1.6,10.6,16.8,9.2,-5.8,16.8,14.3,-4.6,win,True,8.0,win,tp,2024-12-11T09:54:00+00:00,2024-12-11T09:57:00+00:00,3.0,0.0,True,False,win,win,True,8.0,win,tp,2024-12-11T09:54:00+00:00,2024-12-11T09:57:00+00:00,3.0,0.0,win,True,8.0,win,tp,2024-12-11T09:55:00+00:00,2024-12-11T09:58:00+00:00,3.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 6.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 22.0, ""trend_extension_atr_mult"": 1.05}",False
547207,2024-12-11T10:09:00+00:00,152.738,152.73149999999998,152.74450000000002,1.300000000000523,london,london,compression_breakout,compression_press:LONDON_SESSION_HIGH,buy,LONDON_SESSION_HIGH,152.746,0.8,LONDON_SESSION_HIGH,LOCAL_RANGE_HIGH,0.8,1.0,bull,bull,bull,21.56,16.62,16.38,,,13.0,19.41,compressed_range_pressing_boundary,0.001698081178440327,6.0,152.746,buy,0.7433628318584115,True,6.2,6.0,-2.6,6.2,16.1,-9.4,6.2,19.8,-16.4,6.2,22.7,-21.0,6.2,24.9,-8.8,loss,True,-12.0,loss,sl,2024-12-11T10:09:00+00:00,2024-12-11T10:16:00+00:00,7.0,0.0,False,True,loss,loss,True,-12.0,loss,sl,2024-12-11T10:09:00+00:00,2024-12-11T10:16:00+00:00,7.0,0.0,loss,True,-12.0,loss,sl,2024-12-11T10:10:00+00:00,2024-12-11T10:16:00+00:00,6.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 6.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 22.0, ""trend_extension_atr_mult"": 1.05}",False
547208,2024-12-11T10:10:00+00:00,152.768,152.7575,152.7785,2.0999999999986585,london,london,compression_breakout,compression_press:LONDON_SESSION_HIGH,buy,LONDON_SESSION_HIGH,152.8,3.2,LONDON_SESSION_HIGH,LOCAL_RANGE_HIGH,3.2,4.0,bull,bull,bull,22.4,18.06,16.38,,,18.4,20.16,compressed_range_pressing_boundary,0.0015514728285469016,7.0,152.8,buy,1.3163913595935532,True,0.8,9.0,-9.0,0.8,19.1,-18.2,0.8,22.8,-20.0,0.8,27.8,-26.4,0.8,27.9,-10.0,loss,True,-12.0,loss,sl,2024-12-11T10:10:00+00:00,2024-12-11T10:16:00+00:00,6.0,0.0,False,True,loss,loss,True,-12.0,loss,sl,2024-12-11T10:10:00+00:00,2024-12-11T10:16:00+00:00,6.0,0.0,no_fill,False,,,,,,,,True,False,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 6.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 22.0, ""trend_extension_atr_mult"": 1.05}",False
559717,2024-12-24T04:00:00+00:00,157.082,157.07150000000001,157.09249999999997,2.0999999999986585,tokyo,tokyo,compression_breakout,compression_press:TOKYO_SESSION_LOW,sell,TOKYO_SESSION_LOW,157.05,3.2,TODAY_HIGH,TOKYO_SESSION_LOW,18.9,3.2,bear,bear,bear,3.11,17.04,23.03,,,2.4,2.8,compressed_range_pressing_boundary,0.0003319085668025279,3.0,157.082,sell,1.1351351351352077,True,4.4,1.1,4.1,10.0,1.1,9.5,11.9,1.1,11.6,14.5,1.1,8.6,14.5,1.1,7.6,win,True,8.0,win,tp,2024-12-24T04:00:00+00:00,2024-12-24T04:08:00+00:00,8.0,0.0,True,False,win,win,True,8.0,win,tp,2024-12-24T04:00:00+00:00,2024-12-24T04:08:00+00:00,8.0,0.0,win,True,8.0,win,tp,2024-12-24T04:04:00+00:00,2024-12-24T04:08:00+00:00,4.0,4.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 5.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 25.0, ""trend_extension_atr_mult"": 0.85}",False
573339,2025-01-08T17:18:00+00:00,158.401,158.394,158.40800000000002,1.3999999999981585,ny,newyork,compression_breakout,compression_press:TODAY_HIGH,buy,TODAY_HIGH,158.428,2.7,TODAY_HIGH,NY_SESSION_LOW,2.7,25.5,bull,bull,bull,5.93,11.88,14.13,,,4.5,5.34,compressed_range_pressing_boundary,0.0006147639632577218,4.0,158.404,buy,0.8115942028987179,True,3.5,0.3,3.5,4.1,0.3,2.1,4.1,1.9,0.7,9.8,1.9,6.7,9.8,12.9,-1.1,win,True,8.0,win,tp,2025-01-08T17:18:00+00:00,2025-01-08T17:39:00+00:00,21.0,0.0,True,False,win,win,True,8.0,win,tp,2025-01-08T17:18:00+00:00,2025-01-08T17:39:00+00:00,21.0,0.0,win,True,8.0,win,tp,2025-01-08T17:19:00+00:00,2025-01-08T17:39:00+00:00,20.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 7.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.5, ""trend_adx_min"": 24.0, ""trend_extension_atr_mult"": 1.1}",False
579094,2025-01-14T17:44:00+00:00,158.168,158.16000000000003,158.176,1.5999999999991132,ny,newyork,compression_breakout,compression_press:NY_SESSION_HIGH,buy,NY_SESSION_HIGH,158.17,0.2,NY_SESSION_HIGH,PWH,0.2,9.4,bull,bull,bull,7.08,18.64,22.56,,,5.7,6.37,compressed_range_pressing_boundary,0.00032170759148847025,8.0,158.17,buy,1.23756906077291,True,3.0,1.7,1.0,3.0,3.0,-2.2,3.0,3.8,-3.4,3.0,12.8,-12.4,3.0,19.0,-17.6,loss,True,-12.0,loss,sl,2025-01-14T17:44:00+00:00,2025-01-14T18:14:00+00:00,30.0,0.0,False,True,loss,loss,True,-12.0,loss,sl,2025-01-14T17:44:00+00:00,2025-01-14T18:14:00+00:00,30.0,0.0,loss,True,-12.0,loss,sl,2025-01-14T17:46:00+00:00,2025-01-14T18:13:00+00:00,27.0,2.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 7.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.5, ""trend_adx_min"": 24.0, ""trend_extension_atr_mult"": 1.1}",False
579096,2025-01-14T17:46:00+00:00,158.164,158.1565,158.17149999999998,1.4999999999986358,ny,newyork,compression_breakout,compression_press:LOCAL_RANGE_HIGH,buy,LOCAL_RANGE_HIGH,158.17,0.6,LOCAL_RANGE_HIGH,PWH,0.6,9.0,bull,bull,bull,6.74,18.27,22.41,,,5.4,6.07,compressed_range_pressing_boundary,0.0003216017668372463,10.0,158.172,buy,0.8521739130430069,True,3.4,2.6,-2.3,3.4,3.1,-0.7,3.4,4.2,-3.8,3.4,13.3,-10.6,3.4,18.6,-16.0,loss,True,-12.0,loss,sl,2025-01-14T17:46:00+00:00,2025-01-14T18:14:00+00:00,28.0,0.0,False,True,loss,loss,True,-12.0,loss,sl,2025-01-14T17:46:00+00:00,2025-01-14T18:14:00+00:00,28.0,0.0,loss,True,-12.0,loss,sl,2025-01-14T17:48:00+00:00,2025-01-14T18:13:00+00:00,25.0,2.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 7.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.5, ""trend_adx_min"": 24.0, ""trend_extension_atr_mult"": 1.1}",False
590069,2025-01-24T09:56:00+00:00,155.618,155.611,155.625,1.4000000000010004,london,london,compression_breakout,compression_press:LONDON_SESSION_HIGH,buy,LONDON_SESSION_HIGH,155.642,2.4,LONDON_SESSION_HIGH,HALF_YEN:155.50,2.4,11.8,bull,bull,bull,13.11,23.97,14.71,,,9.5,11.8,compressed_range_pressing_boundary,0.0013516239795588441,3.0,155.628,buy,0.8298279158701003,True,4.4,6.8,-0.2,8.2,6.8,7.2,8.2,6.8,7.6,26.4,6.8,14.9,35.2,6.8,30.3,win,True,8.0,win,tp,2025-01-24T09:56:00+00:00,2025-01-24T10:05:00+00:00,9.0,0.0,True,False,win,win,True,8.0,win,tp,2025-01-24T09:56:00+00:00,2025-01-24T10:05:00+00:00,9.0,0.0,win,True,8.0,win,tp,2025-01-24T10:00:00+00:00,2025-01-24T10:12:00+00:00,12.0,4.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 6.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 22.0, ""trend_extension_atr_mult"": 1.05}",False
593295,2025-01-28T15:52:00+00:00,155.632,155.6225,155.6415,1.9000000000005457,london/ny,london/newyork,compression_breakout,compression_press:LONDON/NY_SESSION_HIGH,buy,LONDON/NY_SESSION_HIGH,155.642,1.0,LONDON/NY_SESSION_HIGH,PDL,1.0,5.8,bull,bull,bull,11.89,15.68,21.21,,,10.6,10.7,compressed_range_pressing_boundary,0.0011009796718064512,1.0,155.632,buy,1.3073005093378998,True,9.7,2.9,9.5,12.8,2.9,3.0,12.8,2.9,9.2,12.8,2.9,2.2,12.8,5.4,2.0,win,True,8.0,win,tp,2025-01-28T15:52:00+00:00,2025-01-28T15:57:00+00:00,5.0,0.0,True,False,win,win,True,8.0,win,tp,2025-01-28T15:52:00+00:00,2025-01-28T15:57:00+00:00,5.0,0.0,win,True,8.0,win,tp,2025-01-28T15:53:00+00:00,2025-01-28T15:57:00+00:00,4.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 6.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 23.0, ""trend_extension_atr_mult"": 1.0}",False
593298,2025-01-28T15:55:00+00:00,155.642,155.63349999999997,155.65050000000002,1.700000000002433,london/ny,london/newyork,compression_breakout,compression_press:LONDON/NY_SESSION_HIGH,buy,LONDON/NY_SESSION_HIGH,155.645,0.3,LONDON/NY_SESSION_HIGH,PDL,0.3,6.8,bull,bull,bull,11.85,18.25,21.21,,,10.3,10.66,compressed_range_pressing_boundary,0.001109979836862111,1.0,155.645,buy,0.9365351629499541,True,10.4,1.1,9.6,11.8,1.1,5.8,11.8,1.1,8.5,11.8,4.1,-2.5,11.8,6.4,1.1,win,True,8.0,win,tp,2025-01-28T15:55:00+00:00,2025-01-28T15:57:00+00:00,2.0,0.0,True,False,win,win,True,8.0,win,tp,2025-01-28T15:55:00+00:00,2025-01-28T15:57:00+00:00,2.0,0.0,win,True,8.0,win,tp,2025-01-28T15:56:00+00:00,2025-01-28T15:57:00+00:00,1.0,1.0,False,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 6.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 23.0, ""trend_extension_atr_mult"": 1.0}",False
607265,2025-02-11T09:46:00+00:00,151.975,151.966,151.98399999999998,1.8000000000000682,london,london,compression_breakout,compression_press:WHOLE_YEN:152.00,buy,WHOLE_YEN:152.00,152.0,2.5,WHOLE_YEN:152.00,PDH,2.5,8.4,bull,bull,bull,6.0,21.7,23.85,,,4.7,5.4,compressed_range_pressing_boundary,0.0002977018185362061,8.0,151.976,buy,1.3946360153261026,True,0.1,3.9,-3.7,0.1,3.9,-1.6,0.5,3.9,0.3,7.7,3.9,5.5,17.1,3.9,10.7,win,True,8.0,win,tp,2025-02-11T09:46:00+00:00,2025-02-11T10:23:00+00:00,37.0,0.0,True,False,win,win,True,8.0,win,tp,2025-02-11T09:46:00+00:00,2025-02-11T10:23:00+00:00,37.0,0.0,win,True,8.0,win,tp,2025-02-11T09:47:00+00:00,2025-02-11T10:23:00+00:00,36.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 6.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 22.0, ""trend_extension_atr_mult"": 1.05}",False
610505,2025-02-13T16:03:00+00:00,153.084,153.0745,153.0935,1.9000000000005457,ny,newyork,compression_breakout,compression_press:NY_SESSION_LOW,sell,NY_SESSION_LOW,153.078,0.6,HALF_YEN:153.50,NY_SESSION_LOW,41.6,0.6,bear,bear,bear,11.59,13.79,20.34,,,9.2,10.43,compressed_range_pressing_boundary,0.0008550939149924824,3.0,153.078,sell,0.865979381443409,True,2.2,4.3,1.3,6.2,4.3,5.5,7.7,4.3,5.6,16.0,4.3,10.8,16.0,10.6,-8.0,win,True,8.0,win,tp,2025-02-13T16:03:00+00:00,2025-02-13T16:20:00+00:00,17.0,0.0,True,False,win,win,True,8.0,win,tp,2025-02-13T16:03:00+00:00,2025-02-13T16:20:00+00:00,17.0,0.0,win,True,8.0,win,tp,2025-02-13T16:04:00+00:00,2025-02-13T16:20:00+00:00,16.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 7.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.5, ""trend_adx_min"": 24.0, ""trend_extension_atr_mult"": 1.1}",False
610527,2025-02-13T16:25:00+00:00,152.994,152.986,153.002,1.6000000000019554,ny,newyork,compression_breakout,compression_press:NY_SESSION_LOW,sell,NY_SESSION_LOW,152.986,0.6,WHOLE_YEN:153.00,NY_SESSION_LOW,0.6,0.8,bear,bear,bear,9.61,23.45,20.8,,,7.1,8.65,compressed_range_pressing_boundary,0.0007500116669339823,3.0,152.986,sell,1.192982456139976,True,7.0,3.6,3.2,7.0,5.2,-3.0,7.0,13.4,-11.8,7.0,16.8,-13.4,7.0,19.6,-8.2,loss,True,-12.0,loss,sl,2025-02-13T16:25:00+00:00,2025-02-13T16:39:00+00:00,14.0,0.0,False,True,loss,loss,True,-12.0,loss,sl,2025-02-13T16:25:00+00:00,2025-02-13T16:39:00+00:00,14.0,0.0,loss,True,-12.0,loss,sl,2025-02-13T16:26:00+00:00,2025-02-13T16:39:00+00:00,13.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 7.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.5, ""trend_adx_min"": 24.0, ""trend_extension_atr_mult"": 1.1}",False
620121,2025-02-24T09:13:00+00:00,149.497,149.49,149.50400000000002,1.3999999999981585,london,london,compression_breakout,compression_press:HALF_YEN:149.50,buy,HALF_YEN:149.50,149.5,0.3,HALF_YEN:149.50,TODAY_HIGH,0.3,9.1,bull,bull,bull,8.56,16.93,12.21,,,7.4,7.7,compressed_range_pressing_boundary,0.0008435701779678881,1.0,149.5,buy,0.6754385964910213,True,3.7,5.3,-3.7,3.7,6.4,-2.1,5.7,6.4,4.7,9.7,6.4,7.4,13.3,6.4,11.0,win,True,8.0,win,tp,2025-02-24T09:13:00+00:00,2025-02-24T09:29:00+00:00,16.0,0.0,True,False,win,win,True,8.0,win,tp,2025-02-24T09:13:00+00:00,2025-02-24T09:29:00+00:00,16.0,0.0,win,True,8.0,win,tp,2025-02-24T09:14:00+00:00,2025-02-24T09:29:00+00:00,15.0,1.0,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 6.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.0, ""trend_adx_min"": 22.0, ""trend_extension_atr_mult"": 1.05}",False
622219,2025-02-25T20:16:00+00:00,149.038,149.031,149.04500000000002,1.3999999999981585,ny,newyork,compression_breakout,compression_press:WHOLE_YEN:149.00,sell,WHOLE_YEN:149.00,149.0,3.8,PDL,WHOLE_YEN:149.00,5.4,3.8,bear,bear,bear,5.73,16.18,18.68,,,4.0,5.16,compressed_range_pressing_boundary,0.000534309279876564,4.0,149.033,sell,1.1258741258739313,True,0.3,4.3,-1.5,0.3,5.1,-0.6,3.7,5.1,2.6,6.3,5.1,5.5,13.0,5.1,3.2,win,True,8.0,win,tp,2025-02-25T20:16:00+00:00,2025-02-25T20:52:00+00:00,36.0,0.0,True,False,win,win,True,8.0,win,tp,2025-02-25T20:16:00+00:00,2025-02-25T20:52:00+00:00,36.0,0.0,no_fill,False,,,,,,,,True,True,"{""compression_adx_ceiling"": 24.0, ""compression_adx_floor"": 14.0, ""compression_edge_fraction"": 0.2, ""compression_level_max_pips"": 4.0, ""compression_range_atr_mult"": 0.9, ""compression_window_bars"": 12, ""critical_level_max_pips"": 7.0, ""critical_micro_window_bars"": 3, ""critical_touch_tolerance_pips"": 0.8, ""description"": ""Hybrid trigger: critical-level reaction, compression breakout, or trend expansion for ripe-now USDJPY setups."", ""expected_pass_rate_pct"": 3.5, ""require_m1_stack"": true, ""require_m3_trend"": true, ""require_min_m5_atr_pips"": 3.5, ""trend_adx_min"": 24.0, ""trend_extension_atr_mult"": 1.1}",False
